X,Y,gid,name,gods,religion,funding,organize,address,promoter,tel,lng,lat,address_ac,ver,linkplone,main_name,era,geo_kind,countyname,villagenam,townname,data_sourc,t_code,deity_host,era_end,year_accur,deity_comp,registered,icon_url
119.677333998436,23.5787560022045,"13659",?葉將軍廟,將軍爺,taoism,raising,person,澎湖縣湖西鄉?葉村,陳怡然,06-9923115,119.677333998435998,23.578756002204500,,"4",,,,gps,澎湖縣,?葉村,湖西鄉,fieldwork,1602022-GIJJM,{},,,{},,./0.png
119.655502006695,23.5883999981168,"13662",湖西村玉明宮,李府王爺,taoism,private,person,澎湖縣湖西鄉湖西村,,,119.655502006695002,23.588399998116799,,"4",,王爺,,gps,澎湖縣,白坑村,湖西鄉,fieldwork,1602001-YMG,{王爺},,,{},,./0.png
119.662921999206,23.5850249960679,"13675",湖東村土地公廟,福德正神,taoism,raising,person,澎湖縣湖西鄉湖東村,許君潤,06-9922288,119.662921999206006,23.585024996067901,,"4",,土地公,,gps,澎湖縣,南寮村,湖西鄉,fieldwork,1602002-TDGM,{土地公},,,{},,./0.png
119.629686003384,23.6053239997096,"13658",土地公前北極殿,玄天上帝,taoism,raising,person,澎湖縣湖西鄉沙港東村14號,歐春評,06-9211606,119.629686003383995,23.605323999709601,,"4",,玄天上帝,,gps,澎湖縣,沙港村,湖西鄉,fieldwork,1602015-TDGQBJD,{玄天上帝},,,{},,./0.png
119.659334003501,23.5856779961938,"13661",湖西村天后?,天上聖母,taoism,raising,person,澎湖縣湖西鄉湖西村1號,,,119.659334003501002,23.585677996193802,,"4",,天上聖母,"1786",gps,澎湖縣,湖西村,湖西鄉,fieldwork,1602001-HXTHG,{天上聖母},,,{},,./0.png
119.629383001588,23.6045029995251,"13663",沙港東村聖帝殿,關聖帝君,taoism,private,,澎湖縣湖西鄉沙港東村19號,,,119.629383001587996,23.604502999525099,,"4",,關聖帝君,,gps,澎湖縣,沙港村,湖西鄉,fieldwork,1602015-SDD,{關聖帝君},,,{},,./0.png
119.615144999496,23.5992979962416,"13664",西寮代天宮,伍府王爺,taoism,raising,person,澎湖縣湖西鄉中西村28號,薛武吉,06-9274276,119.615144999495996,23.599297996241599,,"4",,王爺,"1821",gps,澎湖縣,中西村,湖西鄉,fieldwork,1602011-XLDTG,{王爺},,,{},,./0.png
119.501339002009,23.5675399979675,"13691",礁南宮,礁角公,,raising,person,澎湖縣西嶼鄉內垵村,,,119.501339002009004,23.567539997967501,,"4",,,,gps,澎湖縣,內垵村,西嶼鄉,fieldwork,1604010-JNG,{},,,{},,./0.png
119.584157971782,23.5576952409774,"11270",柳星君祠,柳星君,taoism,raising,person,澎湖縣馬公市案山里12-3號,鄭榮達,06-9275476.06-9215476,119.584157971782005,23.557695240977399,6.000000000000000,"4",,柳星君,,address,澎湖縣,東文里,馬公市,governmental,1602013-LXJC,{柳星君},,,{},柳星君祠,./0.png
119.566032,23.565404,"11205",福德祠,福德正神,taoism,raising,person,澎湖縣馬公市啟明里仁愛路福德巷3-1號,謝錦宗,宅06-9275719,119.566032000000007,23.565404000000001,6.000000000000000,"4",,土地公,,address,澎湖縣,光明里,馬公市,governmental,1601005-FDC,{土地公},,,{},福德祠,./0.png
119.501152780482,23.5742178333898,"11147",相公宮,文相公,taoism,raising,person,澎湖縣西嶼鄉內垵村226號,呂順意,06-9981865,119.501152780482002,23.574217833389799,9.000000000000000,"4",,,"1949",gps,澎湖縣,內垵村,西嶼鄉,governmental,1604007-XGG,{},,,{},相公宮,./0.png
119.636660999625,23.5617809942784,"11249",隘門村三聖殿,金恩主,taoism,raising,person,澎湖縣湖西鄉隘門村40號,洪清棍,廟06-9212433宅06-9270121,119.636660999624993,23.561780994278401,9.000000000000000,"4",,,"1785",gps,澎湖縣,隘門村,湖西鄉,fieldwork,1602001-SSD,{},,,{},三聖殿,./0.png
119.481928000178,23.5674179968042,"11135",慈航寺,觀音佛祖,buddhism,raising,person,澎湖縣西嶼鄉外垵村29-2號,許歲旺,"寺06-9981554,宅06-9982207",119.481928000178002,23.567417996804199,5.000000000000000,"4",,觀世音菩薩,,gps,澎湖縣,外垵村,西嶼鄉,governmental,1604011-CHS,{觀世音菩薩},,,{},慈航寺,./0.png
119.512036997452,23.5988189972745,"11143",西峰寺,觀音佛祖,buddhism,raising,person,澎湖縣西嶼鄉池東村210號,鍾洪桂秋,"寺06-9981340,宅06-9981780",119.512036997452000,23.598818997274499,9.000000000000000,"4",,觀世音菩薩,"1937",gps,澎湖縣,池東村,西嶼鄉,governmental,1604007-XFS,{觀世音菩薩},,,{},西峰寺,./0.png
119.500580008362,23.3572590055748,"11227",天后宮,天上聖母,taoism,raising,person,澎湖縣望安鄉將軍村36號之17,許龍富,宅06-9902283,119.500580008361993,23.357259005574800,9.000000000000000,"4",,天上聖母,,address,澎湖縣,西安村,望安鄉,governmental,1605001-THG01,{天上聖母},,,{},天后宮,./0.png
119.596303,23.651613,"11128",保定宮,文衡聖帝,taoism,raising,committee,澎湖縣白沙鄉港子村5鄰54-1號,林永世,"廟06-9932325,宅06-9932098",119.596303000000006,23.651613000000001,5.000000000000000,"4",,關聖帝君,,address,澎湖縣,小赤村,白沙鄉,governmental,1603007-BDG,{關聖帝君},,,{},保定宮,./0.png
119.596303,23.651613,"11129",眾安寺,釋迦牟尼佛,buddhism,raising,person,澎湖縣白沙鄉港子村8鄰137-2號,吳祈清,"廟06-9932235,宅06-9932235",119.596303000000006,23.651613000000001,5.000000000000000,"4",,釋迦牟尼佛,,address,澎湖縣,小赤村,白沙鄉,governmental,1603007-ZAS,{釋迦牟尼佛},,,{},眾安寺,./0.png
119.598477,23.62488,"11130",明新宮,文衡聖帝,taoism,raising,person,澎湖縣白沙鄉城前村29之1號,蕭長萬,"廟06-9931081,宅06-9931479",119.598477000000003,23.624880000000001,5.000000000000000,"4",,關聖帝君,,address,澎湖縣,講美村,白沙鄉,governmental,1603003-MXG,{關聖帝君},,,{},明新宮,./0.png
119.521632003183,23.6327039998876,"11140",大義宮,文衡聖帝,taoism,raising,committee,澎湖縣西嶼鄉竹灣村76號,蔡宗正,"廟06-9981154,宅06-9981318",119.521632003183015,23.632703999887600,9.000000000000000,"4",,關聖帝君,"1862",gps,澎湖縣,合界村,西嶼鄉,governmental,1604007-DYG,{關聖帝君},,,{},大義宮,./0.png
119.504876999846,23.5992699984907,"11144",關帝廟,文衡聖帝,taoism,raising,committee,澎湖縣西嶼鄉池西村161-1號,李介仁,"廟06-9981150,宅06-9981131",119.504876999846005,23.599269998490701,9.000000000000000,"4",,關聖帝君,,gps,澎湖縣,池西村,西嶼鄉,governmental,1604007-GDM,{關聖帝君},,,{},關帝廟,./0.png
119.510459002236,23.5828009976603,"11145",西巖寺,觀音佛祖,buddhism,raising,person,澎湖縣西嶼鄉赤馬村146號,蔡茂川,"寺06-9983097,宅06-9981169",119.510459002236004,23.582800997660300,9.000000000000000,"4",,觀世音菩薩,"1905",gps,澎湖縣,赤馬村,西嶼鄉,governmental,1604007-XYS,{觀世音菩薩},,,{},西巖寺,./0.png
119.506596000867,23.5860109996308,"11146",赤樊桃殿,李府王爺,taoism,raising,person,澎湖縣西嶼鄉赤馬村66-1號,蔡得利,"廟06-9981151,宅06-9982609",119.506596000867006,23.586010999630801,9.000000000000000,"4",,王爺,"1662",gps,澎湖縣,池東村,西嶼鄉,governmental,1604007-LWM,{王爺},,,{},李王廟,./0.png
119.528601003876,23.6374169989074,"11150",威揚宮,池府王爺,taoism,raising,person,澎湖縣西嶼鄉合界村5號,楊自在,"廟06-9982435,宅06-9981182",119.528601003876005,23.637416998907401,6.000000000000000,"4",,王爺,,gps,澎湖縣,合界村,西嶼鄉,governmental,1604007-WYG,{王爺},,,{},威揚宮,./0.png
119.593405,23.514744,"11156",上帝廟,真武大帝,taoism,raising,person,澎湖縣馬公市山水里20鄰8號,張貴洲代,"廟06-9952491,宅06-9270456,0937603970",119.593405000000004,23.514744000000000,5.000000000000000,"4",,玄天上帝,,address,澎湖縣,山水里,馬公市,governmental,1601027-SDM,{玄天上帝},,,{},上帝廟,./0.png
119.563932008362,23.5647830055748,"11159",天后宮,媽祖,taoism,raising,committee,澎湖縣馬公市正義街1號,楊國夫,廟06-9262819,119.563932008362002,23.564783005574800,6.000000000000000,"4",,天上聖母,,address,澎湖縣,中興里,馬公市,governmental,1601004-THG,{天上聖母},,,{},天后宮,./0.png
119.578911,23.515058,"11174",吳府殿,吳府千歲,taoism,raising,person,澎湖縣馬公市井垵里17號,歐佛銓,"廟06-9952695,宅06-9952017",119.578911000000005,23.515058000000000,5.000000000000000,"4",,王爺,,address,澎湖縣,井垵里,馬公市,governmental,1601030-WFD,{王爺},,,{},吳府殿,./0.png
119.587607,23.526732,"11175",威靈宮,保生大帝,taoism,raising,person,澎湖縣馬公市五德里2鄰65號,歐華生,"廟06-9950459,宅06-9951363",119.587607000000006,23.526731999999999,5.000000000000000,"4",,保生大帝,,address,澎湖縣,五德里,馬公市,governmental,1601029-WLG,{保生大帝},,,{},威靈宮,./0.png
119.593405,23.557875,"11176",朱王廟,朱府王爺,taoism,raising,person,澎湖縣馬公市石泉里4鄰33號,陳有命,"廟06-9213108,宅06-9212468",119.593405000000004,23.557874999999999,5.000000000000000,"4",,王爺,,address,澎湖縣,東衛里,馬公市,governmental,1601020-ZWM01,{王爺},,,{},朱王廟,./0.png
119.571295,23.57715,"11182",光榮里靈光殿,朱府王爺,taoism,raising,committee,澎湖縣馬公市光榮里文光路35巷7號,洪清煌,"廟06-9273476,宅06-9276777",119.571295000000006,23.577150000000000,6.000000000000000,"4",,王爺,,address,澎湖縣,重光里,馬公市,governmental,1601009-GRLLGD,{王爺},,,{},光榮里靈光殿,./0.png
119.564354,23.564105,"11212",景福祠,福德正神,taoism,raising,person,澎湖縣馬公市中央里惠安路25-1號,吳明錚,"廟06-9275446,宅06-9272746",119.564353999999994,23.564105000000001,8.000000000000000,"4",,土地公,,address,澎湖縣,中興里,馬公市,governmental,1601002-JFC,{土地公},,,{},景福祠,./0.png
119.612244,23.746649,"11275",武聖殿,文衡聖帝,taoism,raising,committee,澎湖縣白沙鄉吉貝村4鄰75號,歐禮賢,"廟06-9911048,宅06-9911337",119.612244000000004,23.746649000000001,5.000000000000000,"4",,關聖帝君,,address,澎湖縣,吉貝村,白沙鄉,governmental,1603012-WSD,{關聖帝君},,,{},武聖殿,./0.png
119.599202,23.667179,"11278",龍德宮,哪吒三太子,taoism,raising,committee,澎湖縣白沙鄉赤崁村6鄰119號,鄭春達,"廟06-9931971,宅06-9931413",119.599202000000005,23.667179000000001,5.000000000000000,"4",,中壇元帥,,address,澎湖縣,赤崁村,白沙鄉,governmental,1603008-LDG,{中壇元帥},,,{},龍德宮,./0.png
119.599202,23.632141,"11285",龍德宮,玉皇公主,taoism,raising,committee,澎湖縣白沙鄉講美村8鄰81號,吳正利,"廟06-9932867,宅06-9932163",119.599202000000005,23.632141000000001,5.000000000000000,"4",,玉皇大帝,,address,澎湖縣,講美村,白沙鄉,governmental,1603002-LDG,{玉皇大帝},,,{},龍德宮,./0.png
119.512695998751,23.5911689987514,"13732",大?葉先生公,先生公,,raising,person,澎湖縣西嶼鄉大?葉,鄭趙冬,06-9981170,119.512695998750985,23.591168998751399,,"4",,,,gps,澎湖縣,二崁村,西嶼鄉,fieldwork,1604009-GYXSG,{},,,{},,./0.png
119.512826998751,23.5912399987514,"13733",大?葉有應公,有應公,,private,,澎湖縣西嶼鄉大?葉,,,119.512826998750995,23.591239998751401,,"4",,陰神,,gps,澎湖縣,二崁村,西嶼鄉,fieldwork,1604009-GYYIG,{},,,{},,./0.png
119.501450998111,23.5910339981114,"13734",小池角有應公祠,先生公,,raising,person,澎湖縣西嶼鄉池東村小池角,盧永隆(代),,119.501450998110997,23.591033998111399,,"4",,,,gps,澎湖縣,池西村,西嶼鄉,fieldwork,1604007-YIGC,{},,,{},,./0.png
119.519163001889,23.6472380018886,"13735",小門福德祠,福德正神,taoism,raising,person,澎湖縣西嶼鄉小門村,,,119.519163001888998,23.647238001888599,,"4",,土地公,,gps,澎湖縣,竹灣村,西嶼鄉,fieldwork,1604003-XMFDC,{土地公},,,{},,./0.png
119.501074001889,23.5689780018886,"13736",內垵興善堂,觀音佛祖,,private,person,澎湖縣西嶼鄉內垵村,,,119.501074001888995,23.568978001888599,,"4",,觀世音菩薩,"1966",gps,澎湖縣,內垵村,西嶼鄉,fieldwork,1604010-NAXST,{觀世音菩薩},,,{},,./0.png
119.529427001889,23.6393519981114,"13738",合界聖公廟,聖公爺,,raising,person,澎湖縣西嶼鄉合界村漁駐所西側,楊自在(代),,119.529427001889005,23.639351998111401,,"4",,陰神,,gps,澎湖縣,合界村,西嶼鄉,fieldwork,1604002-HJSGM,{陰神},,,{},,./0.png
119.530966998111,23.6381579981114,"13739",合界福德廟,福德正神,,raising,person,澎湖縣西嶼鄉合界村合界頭78之3號,,,119.530966998110998,23.638157998111399,,"4",,土地公,,gps,澎湖縣,合界村,西嶼鄉,fieldwork,1604002-HJFDM,{土地公},,,{},,./0.png
119.530139018528,23.6389720758957,"13740",合界觀音寺,觀音佛祖,,private,,澎湖縣西嶼鄉合界村,,,119.530139018528004,23.638972075895701,,"4",,觀世音菩薩,,gps,澎湖縣,合界村,西嶼鄉,fieldwork,1604002-GYS,{觀世音菩薩},,,{},,./0.png
119.535727396101,23.6381497615319,"13741",后螺福德廟,福德正神,,raising,person,澎湖縣西嶼鄉合界村后螺,,,119.535727396100995,23.638149761531899,,"4",,土地公,,gps,澎湖縣,合界村,西嶼鄉,fieldwork,1604002-HLFDM,{土地公},,,{},,./0.png
119.522715998111,23.6347089943341,"13742",竹灣夫人媽廟,夫人媽,taoism,raising,person,澎湖縣西嶼鄉竹灣村,蔡丙戊(代),,119.522715998110996,23.634708994334101,,"4",,臨水夫人(單一為主神),"1897",gps,澎湖縣,合界村,西嶼鄉,fieldwork,1604004-ZWFRMM,{臨水夫人(單一為主神)},,,{},,./0.png
119.525028998111,23.6307219981114,"13743",竹灣應善祠,先生公,taoism,raising,person,澎湖縣西嶼鄉竹灣村竹篙灣69之8號,許媽猜、許彩放(代),,119.525028998110997,23.630721998111401,,"4",,,"1931",gps,澎湖縣,合界村,西嶼鄉,fieldwork,1604004-ZWYSC,{},,,{},,./0.png
119.535543001889,23.6347409981114,"13744",橫礁北甲土地公,福德正神,,raising,person,澎湖縣西嶼鄉橫礁村,五天宮廟公,,119.535543001888996,23.634740998111401,,"4",,土地公,,gps,澎湖縣,橫礁村,西嶼鄉,fieldwork,1604001-BJTDG,{土地公},,,{},,./0.png
119.538761005666,23.6338949981114,"13745",橫礁東甲土地公,福德正神,,raising,person,澎湖縣西嶼鄉橫礁村,五天宮廟公,,119.538761005666004,23.633894998111401,,"4",,土地公,,gps,澎湖縣,合界村,西嶼鄉,fieldwork,1604001-DJTDG,{土地公},,,{},,./0.png
119.534891001889,23.6338690018886,"13746",橫礁南甲土地公,福德正神,,raising,person,澎湖縣西嶼鄉橫礁村,五天宮廟公,,119.534891001888994,23.633869001888598,,"4",,土地公,,gps,澎湖縣,橫礁村,西嶼鄉,fieldwork,1604001-NJTDG,{土地公},,,{},,./0.png
119.604163956181,23.5272062322873,"14600",澎湖紫微宮,紫微大帝,taoism,raising,committee,澎湖縣馬公市鎖港里8鄰鎖管港593號,翁?鏡,06-9950639,119.604163956180997,23.527206232287298,,"4",,紫微大帝,,map,澎湖縣,鐵線里,馬公市,governmental,1601028-ZWG,{紫微大帝},,,{},,./0.png
119.655602486673,23.5910365634129,"14606",白坑紫雲宮,觀音佛祖,buddhism,raising,person,澎湖縣湖西鄉白坑村,許天富,06-9921226,,,,"4",,觀世音菩薩,,gps,澎湖縣,白坑村,湖西鄉,fieldwork,1602001-ZYG,{觀世音菩薩},,,{},,./0.png
119.504301033836,23.5968898312647,"13702",福德堂,福德正神,,raising,person,澎湖縣西嶼鄉池西村,,,119.504301033836001,23.596889831264701,,"4",,土地公,,gps,澎湖縣,池西村,西嶼鄉,fieldwork,1604008-FDT,{土地公},,,{},,./0.png
119.600651,23.522673,"11218",財團法人鎖港里北極殿及坤元寺廟會,觀世音菩薩,buddhism,raising,foundation,澎湖縣馬公市鎖港里10鄰1251號,陳興,廟06-9951510、宅06-9950639,119.600650999999999,23.522673000000001,5.000000000000000,"4",,觀世音菩薩,,address,澎湖縣,鎖港里,馬公市,governmental,1601028-CTFRSGLBJDJKYSMH,{觀世音菩薩},,,{},財鎖港里北極殿及坤元寺廟會,./0.png
119.504849000899,23.601656999865,"11138",西中堂,先生公,taoism,raising,person,澎湖縣西嶼鄉池西村,顏黃美珠,06-9981139,119.504849000899014,23.601656999865000,5.000000000000000,"4",,,"1946",gps,澎湖縣,池西村,西嶼鄉,governmental,1604008-XZT,{},,,{},西中堂,./0.png
119.652716004226,23.5837349983546,"13660",湖西大悲寺,觀世音菩薩,buddhism,raising,person,澎湖縣湖西鄉湖西村43-2號,蕭總明,06-9922555,119.652716004225994,23.583734998354601,,"4",,觀世音菩薩,"1984",gps,澎湖縣,湖西村,湖西鄉,fieldwork,1602001-HXDBS,{觀世音菩薩},,,{},,./0.png
119.615283999794,23.5978549988814,"13657",中寮代天宮,伍府王爺,taoism,raising,person,澎湖縣湖西鄉中西村10號,戴世藩,06-9210782,119.615283999794002,23.597854998881399,,"4",,王爺,"1821",gps,澎湖縣,中西村,湖西鄉,fieldwork,1602011-ZLDTG,{王爺},,,{},,./0.png
119.484251551603,23.5645339164508,"13681",老大公祠,先師公,,,,澎湖縣西嶼鄉外垵村4之21號,,,119.484251551602995,23.564533916450799,,"4",,,,gps,澎湖縣,外垵村,西嶼鄉,fieldwork,1604011-LDGC,{},,,{},,./0.png
119.480053851866,23.5683680275228,"13695",魯國大夫廟,巧聖仙師,taoism,raising,committee,澎湖縣西嶼鄉外垵村180號之10,,,119.480053851866003,23.568368027522801,,"4",,巧聖仙師,"1875",gps,澎湖縣,外垵村,西嶼鄉,fieldwork,1604011-LGDFM,{巧聖仙師},,,{},,./0.png
119.495257999827,23.5682099962195,"13690",濟安宮,萬善爺,,raising,person,澎湖縣西嶼鄉內垵村231號,才文信,06-9981285,119.495257999827004,23.568209996219501,,"4",,陰神,"1766",gps,澎湖縣,內垵村,西嶼鄉,fieldwork,1604010-JAG,{陰神},,,{},,./0.png
119.507561004007,23.6049279980649,"13700",北井福德宮,陰陽公,,raising,person,澎湖縣西嶼鄉池西村,,,119.507561004007002,23.604927998064898,,"4",,陰陽公,,gps,澎湖縣,池西村,西嶼鄉,fieldwork,1604008-BJFDG,{陰陽公},,,{},,./0.png
119.483520000681,23.5650660028297,"13693",姑娘廟,仙姑娘,other,raising,person,澎湖縣西嶼鄉外垵村4之12號,董冬桂,06-9981710,119.483520000680997,23.565066002829699,,"4",,,,gps,澎湖縣,外垵村,西嶼鄉,fieldwork,1604011-GNM,{},,,{},,./0.png
119.482494996733,23.5647529978181,"13697",溫王宮,溫王爺,taoism,raising,committee,澎湖縣西嶼鄉外垵村80之1號,李順萬,06-9982902,119.482494996732996,23.564752997818101,,"4",,王爺,"1662",gps,澎湖縣,外垵村,西嶼鄉,fieldwork,1604011-WUG,{王爺},,,{},,./0.png
119.514059001584,23.5827519977023,"13705",赤馬碼頭廟,碼頭公,,raising,person,澎湖縣西嶼鄉赤馬村,,,119.514059001584002,23.582751997702299,,"4",,,,gps,澎湖縣,赤馬村,西嶼鄉,fieldwork,1604009-MTM,{},,,{},,./0.png
119.482031000364,23.5680240006632,"13694",慈航寺山地祖,山地祖,taoism,raising,person,澎湖縣西嶼鄉外垵村,,,119.482031000364003,23.568024000663200,,"4",,,"1970",gps,澎湖縣,外垵村,西嶼鄉,fieldwork,1604011-CHSSDZ,{},,,{},,./0.png
119.478450000738,23.5621869978698,"13692",先師老大宮,先師公,other,raising,person,澎湖縣西嶼鄉外垵村148之21號,呂賜教,,119.478450000737993,23.562186997869802,,"4",,,,gps,澎湖縣,外垵村,西嶼鄉,fieldwork,1604011-XSDLG,{},,,{},,./0.png
119.503975003636,23.599977998647,"13701",西港福德宮,福德正神,,raising,person,澎湖縣西嶼鄉池西村,,,119.503975003636000,23.599977998646999,,"4",,土地公,"1980",gps,澎湖縣,池西村,西嶼鄉,fieldwork,1604008-XGFDG,{土地公},,,{},,./0.png
119.508931000856,23.5971380027956,"13699",公元祠,公元仙祖,,private,person,澎湖縣西嶼鄉池西村,盧佛權,,119.508931000855995,23.597138002795599,,"4",,,,gps,澎湖縣,池東村,西嶼鄉,fieldwork,1604008-GYC,{},,,{},,./0.png
119.505946999032,23.5872939971414,"13703",夫人媽廟,夫人媽,,raising,person,澎湖縣西嶼鄉赤馬村,楊文強,,119.505946999032005,23.587293997141401,,"4",,臨水夫人(單一為主神),,gps,澎湖縣,池東村,西嶼鄉,fieldwork,1604009-FRMM,{臨水夫人(單一為主神)},,,{},,./0.png
119.509151999555,23.5859980000133,"13704",赤馬福德廟,福德正神,,raising,person,澎湖縣西嶼鄉赤馬村103之2號民宅旁,,,119.509151999555002,23.585998000013301,,"4",,土地公,,gps,澎湖縣,池東村,西嶼鄉,fieldwork,1604009-FDM,{土地公},,,{},,./0.png
119.52036399799,23.609215,"13728",二崁後灣叔公,後灣仔叔公,other,raising,person,澎湖縣西嶼鄉二崁村後灣仔,,,119.520363997990003,23.609214999999999,,"4",,,,gps,澎湖縣,二崁村,西嶼鄉,fieldwork,1604006-HWZSG,{},,,{},,./0.png
119.520761998475,23.6068649984753,"13729",二崁福德廟,福德正神,,,,澎湖縣西嶼鄉二崁村,,,119.520761998474995,23.606864998475299,,"4",,土地公,,gps,澎湖縣,二崁村,西嶼鄉,fieldwork,1604006-FDM,{土地公},,,{},,./0.png
119.50356435857,23.6167144438535,"13730",大池福德祠,福德正神,,raising,person,澎湖縣西嶼鄉大池村5號,,,119.503564358570003,23.616714443853500,,"4",,土地公,,gps,澎湖縣,大池村,西嶼鄉,fieldwork,1604005-DCFDC,{土地公},,,{},,./0.png
119.505850650575,23.6164019565589,"13731",大池碼頭福德祠,福德正神,,raising,person,澎湖縣西嶼鄉大池村11之2號,,,119.505850650574999,23.616401956558899,,"4",,土地公,,gps,澎湖縣,大池村,西嶼鄉,fieldwork,1604005-DCMTFDC,{土地公},,,{},,./0.png
119.527991999993,23.6383680018886,"13737",合界夫人媽廟,夫人媽,,raising,person,澎湖縣西嶼鄉合界村205地號,楊自在(代),,119.527991999993006,23.638368001888601,,"4",,臨水夫人(單一為主神),,gps,澎湖縣,合界村,西嶼鄉,fieldwork,1604002-HJFRMM,{臨水夫人(單一為主神)},,,{},,./0.png
119.566144,23.570188,"11161",威靈殿,池府王爺,taoism,raising,person,澎湖縣馬公市重光里55號,陳棟樑代,廟06-9260907.宅06-9274249,119.566143999999994,23.570188000000002,9.000000000000000,"4",,王爺,,address,澎湖縣,中興里,馬公市,governmental,1601007-WLD,{王爺},,,{},威靈殿,./0.png
119.566144,23.570188,"11162",明見寺,釋迦牟尼佛,buddhism,raising,person,澎湖縣馬公市東文里99號,陳春匏,廟06-9212722.,119.566143999999994,23.570188000000002,9.000000000000000,"4",,釋迦牟尼佛,,address,澎湖縣,中興里,馬公市,governmental,1601007-MJS,{釋迦牟尼佛},,,{},明見寺,./0.png
119.566144,23.570188,"11163",萬善廟,萬善爺,taoism,raising,person,澎湖縣馬公市案山里96-60號,鄭榮達,宅06-9212489,119.566143999999994,23.570188000000002,9.000000000000000,"4",,陰神,,address,澎湖縣,中興里,馬公市,governmental,1601007-WSM,{陰神},,,{},萬善廟,./0.png
119.566144,23.570188,"11164",將軍廟,伏魔大將軍,taoism,raising,person,澎湖縣馬公市菜園里7號,黃福志,宅06-9211538,119.566143999999994,23.570188000000002,9.000000000000000,"4",,伏魔大帝,,address,澎湖縣,中興里,馬公市,governmental,1601007-JJM,{伏魔大帝},,,{},將軍廟,./0.png
119.566144008362,23.5701880055748,"11165",天后宮,天上聖母,taoism,raising,person,澎湖縣馬公市東衛里27號,呂永泰,廟06-9217116.宅06-9211177,119.566144008362002,23.570188005574799,9.000000000000000,"4",,天上聖母,,address,澎湖縣,中興里,馬公市,governmental,1601007-THG00,{天上聖母},,,{},天后宮,./0.png
